STT,Tên Shop,Địa Chỉ Shop,Link Website / Link Shop,Tên Sản Phẩm,Giá Cả,Mô Tả Sản Phẩm,Link Hình Ảnh,Link Sản Phẩm (Chi Tiết)
113,Mỹ Nghệ Phúc Loan,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=172203435,"Bộ 6 Lót Ly Tròn Sơn Mài Truyền Thống Việt Nam Cao Cấp Kèm Hộp | Phụ Kiện Bàn Ăn, Quà Lưu Niệm",450.000 ₫,"Đặc sản chất lượng - Bộ 6 Lót Ly Tròn Sơn Mài Truyền Thống Việt Nam Cao Cấp Kèm Hộp | Phụ Kiện Bàn Ăn, Quà Lưu Niệm",https://down-vn.img.susercontent.com/file/sg-11134201-22110-9fdmtw5stijva1,https://shopee.vn/Bộ-6-Lót-Ly-Tròn-Sơn-Mài-Truyền-Thống-Việt-Nam-Cao-Cấp-Kèm-Hộp-Phụ-Kiện-Bàn-Ăn-Quà-Lưu-Niệm-i.172203435.21160303200?extraParams=%7B%22display_model_id%22%3A137067357085%2C%22model_selection_logic%22%3A3%7D
114,Mỹ Nghệ Phúc Loan,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=172203435,Hũ kẹo tròn sơn mài trang trí nghệ thuật 10cm,150.000 ₫,Đặc sản chất lượng - Hũ kẹo tròn sơn mài trang trí nghệ thuật 10cm,https://down-vn.img.susercontent.com/file/a2d4821cbeba39aed615522dbe36e308,https://shopee.vn/Hũ-kẹo-tròn-sơn-mài-trang-trí-nghệ-thuật-10cm-i.172203435.2872462863?extraParams=%7B%22display_model_id%22%3A7301418190%2C%22model_selection_logic%22%3A3%7D
115,Mỹ Nghệ Phúc Loan,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=172203435,Tượng Voi Đá Vểnh Vòi Vui Vẻ Phong Thủy Nhiều Mẫu | Tượng Đá Trang Trí,65.000 ₫,Đặc sản chất lượng - Tượng Voi Đá Vểnh Vòi Vui Vẻ Phong Thủy Nhiều Mẫu | Tượng Đá Trang Trí,https://down-vn.img.susercontent.com/file/sg-11134201-22100-h20uid5b4oivc5,https://shopee.vn/Tượng-Voi-Đá-Vểnh-Vòi-Vui-Vẻ-Phong-Thủy-Nhiều-Mẫu-Tượng-Đá-Trang-Trí-i.172203435.18155001999?extraParams=%7B%22display_model_id%22%3A192762256959%2C%22model_selection_logic%22%3A3%7D
116,Mỹ Nghệ Phúc Loan,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=172203435,Tranh Sơn Mài Cẩn Trứng Nghệ Thuật Truyền Thống Việt Nam 20x30cm | Mỹ Nghệ Phúc Loan,350.000 ₫,Đặc sản chất lượng - Tranh Sơn Mài Cẩn Trứng Nghệ Thuật Truyền Thống Việt Nam 20x30cm | Mỹ Nghệ Phúc Loan,https://down-vn.img.susercontent.com/file/sg-11134201-22100-duhhmk2bwriv2d,https://shopee.vn/Tranh-Sơn-Mài-Cẩn-Trứng-Nghệ-Thuật-Truyền-Thống-Việt-Nam-20x30cm-Mỹ-Nghệ-Phúc-Loan-i.172203435.19855385673?extraParams=%7B%22display_model_id%22%3A380262802752%2C%22model_selection_logic%22%3A3%7D
117,Mỹ Nghệ Phúc Loan,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=172203435,Quà Lưu Niệm Gương Mini Hình Cô Gái Việt Nam,70.000 ₫,Đặc sản chất lượng - Quà Lưu Niệm Gương Mini Hình Cô Gái Việt Nam,https://down-vn.img.susercontent.com/file/f71af1083a5b6ab7f68f12667539a3ec,https://shopee.vn/Quà-Lưu-Niệm-Gương-Mini-Hình-Cô-Gái-Việt-Nam-i.172203435.4021155231?extraParams=%7B%22display_model_id%22%3A15126959501%2C%22model_selection_logic%22%3A3%7D
118,Mỹ Nghệ Phúc Loan,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=172203435,Hộp Nữ Trang Sơn Mài Lót Nhung 9 x 18cm Hình Cô Gái Việt Nam | Hộp Nữ Trang Truyền Thống - Hộp Gỗ Đựng,320.000 ₫,Đặc sản chất lượng - Hộp Nữ Trang Sơn Mài Lót Nhung 9 x 18cm Hình Cô Gái Việt Nam | Hộp Nữ Trang Truyền Thống - Hộp Gỗ Đựng,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mg6ffz5oytxlc3,https://shopee.vn/Hộp-Nữ-Trang-Sơn-Mài-Lót-Nhung-9-x-18cm-Hình-Cô-Gái-Việt-Nam-Hộp-Nữ-Trang-Truyền-Thống-Hộp-Gỗ-Đựng-i.172203435.3202170842?extraParams=%7B%22display_model_id%22%3A8179628268%2C%22model_selection_logic%22%3A3%7D
119,Mỹ Nghệ Phúc Loan,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=172203435,Hộp Đựng Khăn Giấy Gỗ Sơn Mài Hình Chữ Nhật Lớn,450.000 ₫,Đặc sản chất lượng - Hộp Đựng Khăn Giấy Gỗ Sơn Mài Hình Chữ Nhật Lớn,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mge1vipuedxmb3,https://shopee.vn/Hộp-Đựng-Khăn-Giấy-Gỗ-Sơn-Mài-Hình-Chữ-Nhật-Lớn-i.172203435.20552541636?extraParams=%7B%22display_model_id%22%3A380029570670%2C%22model_selection_logic%22%3A3%7D
120,Mỹ Nghệ Phúc Loan,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=172203435,Hộp Nữ Trang Sơn Mài Lập Thể Nhiều Màu 9x18,330.000 ₫,Đặc sản chất lượng - Hộp Nữ Trang Sơn Mài Lập Thể Nhiều Màu 9x18,https://down-vn.img.susercontent.com/file/5c6f4ac3e8f6e013a0a7f615442a647d,https://shopee.vn/Hộp-Nữ-Trang-Sơn-Mài-Lập-Thể-Nhiều-Màu-9x18-i.172203435.19452445549?extraParams=%7B%22display_model_id%22%3A155947378387%2C%22model_selection_logic%22%3A3%7D
121,HiPs - Quà Huế,Thành phố Huế,https://shopee.vn/search?shop=1240337474,"CÀ PHÊ MUỐI HOÀ TAN CỐ ĐÔ- set 10 gói tiện lợi, tiết kiệm ( Không hộp)",57.000 ₫,"Đặc sản chất lượng - CÀ PHÊ MUỐI HOÀ TAN CỐ ĐÔ- set 10 gói tiện lợi, tiết kiệm ( Không hộp)",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmwmaourp05i7a,https://shopee.vn/CÀ-PHÊ-MUỐI-HOÀ-TAN-CỐ-ĐÔ-set-10-gói-tiện-lợi-tiết-kiệm-(-Không-hộp)-i.1240337474.27061772851?extraParams=%7B%22display_model_id%22%3A205440360900%2C%22model_selection_logic%22%3A3%7D
122,HiPs - Quà Huế,Thành phố Huế,https://shopee.vn/search?shop=1240337474,Bánh Huế - Bánh Ngũ Sắc - Quà Huế hộp 6 cái,59.000 ₫,Đặc sản chất lượng - Bánh Huế - Bánh Ngũ Sắc - Quà Huế hộp 6 cái,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmx240277if5b0,https://shopee.vn/Bánh-Huế-Bánh-Ngũ-Sắc-Quà-Huế-hộp-6-cái-i.1240337474.27150493500?extraParams=%7B%22display_model_id%22%3A245863386600%2C%22model_selection_logic%22%3A3%7D
123,HiPs - Quà Huế,Thành phố Huế,https://shopee.vn/search?shop=1240337474,Bánh ép Huế [combo 4 vị túi kẽm] - Vị Cá chua ngọt - Vị Gà Phôi Mai - Vị tép - Vị bbq - ngon giòn ăn siêu cuốn,79.000 ₫,Đặc sản chất lượng - Bánh ép Huế [combo 4 vị túi kẽm] - Vị Cá chua ngọt - Vị Gà Phôi Mai - Vị tép - Vị bbq - ngon giòn ăn siêu cuốn,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnau6346wbgked,https://shopee.vn/Bánh-ép-Huế-combo-4-vị-túi-kẽm-Vị-Cá-chua-ngọt-Vị-Gà-Phôi-Mai-Vị-tép-Vị-bbq-ngon-giòn-ăn-siêu-cuốn-i.1240337474.49408007992?extraParams=%7B%22display_model_id%22%3A395709456370%2C%22model_selection_logic%22%3A3%7D
124,HiPs - Quà Huế,Thành phố Huế,https://shopee.vn/search?shop=1240337474,"Túi giấy HiPs - Đựng quà Huế, túi giấy trắng thân thiện môi trường (set 5 cái)",40.000 ₫,"Đặc sản chất lượng - Túi giấy HiPs - Đựng quà Huế, túi giấy trắng thân thiện môi trường (set 5 cái)",https://down-vn.img.susercontent.com/file/vn-11134207-820l4-meqs3rn1le6e27,https://shopee.vn/Túi-giấy-HiPs-Đựng-quà-Huế-túi-giấy-trắng-thân-thiện-môi-trường-(set-5-cái)-i.1240337474.42719340954?extraParams=%7B%22display_model_id%22%3A253903865131%2C%22model_selection_logic%22%3A3%7D
125,HiPs - Quà Huế,Thành phố Huế,https://shopee.vn/search?shop=1240337474,Sữa Hạt Sen Hòa Tan - Sen Huế 100% - giàu dinh dưỡng với 4 vị hấp dẫn,165.000 ₫,Đặc sản chất lượng - Sữa Hạt Sen Hòa Tan - Sen Huế 100% - giàu dinh dưỡng với 4 vị hấp dẫn,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnasva15kufc14,https://shopee.vn/Sữa-Hạt-Sen-Hòa-Tan-Sen-Huế-100-giàu-dinh-dưỡng-với-4-vị-hấp-dẫn-i.1240337474.26710911148?extraParams=%7B%22display_model_id%22%3A335814990973%2C%22model_selection_logic%22%3A3%7D
126,HiPs - Quà Huế,Thành phố Huế,https://shopee.vn/search?shop=1240337474,Kèn Gốm - Tu Huýt- sản phẩm gốm Phước Tích,104.500 ₫,Đặc sản chất lượng - Kèn Gốm - Tu Huýt- sản phẩm gốm Phước Tích,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmwo0yf2tjwo57,https://shopee.vn/Kèn-Gốm-Tu-Huýt-sản-phẩm-gốm-Phước-Tích-i.1240337474.25576143189?extraParams=%7B%22display_model_id%22%3A176982703459%2C%22model_selection_logic%22%3A3%7D
127,HiPs - Quà Huế,Thành phố Huế,https://shopee.vn/search?shop=1240337474,Bánh Ép - Đặc Sản Huế - Vị BBQ - Vị tép - Vị Cá - Vị Gà - Thơm giòn,57.000 ₫,Đặc sản chất lượng - Bánh Ép - Đặc Sản Huế - Vị BBQ - Vị tép - Vị Cá - Vị Gà - Thơm giòn,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmwmebxl4wsh25,https://shopee.vn/Bánh-Ép-Đặc-Sản-Huế-Vị-BBQ-Vị-tép-Vị-Cá-Vị-Gà-Thơm-giòn-i.1240337474.25376088677?extraParams=%7B%22display_model_id%22%3A207531188066%2C%22model_selection_logic%22%3A3%7D
128,HiPs - Quà Huế,Thành phố Huế,https://shopee.vn/search?shop=1240337474,"Mứt gừng thẻ - cay dịu, chua nhẹ",95.000 ₫,"Đặc sản chất lượng - Mứt gừng thẻ - cay dịu, chua nhẹ",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmx24wllmzus4b,https://shopee.vn/Mứt-gừng-thẻ-cay-dịu-chua-nhẹ-i.1240337474.47855723083?extraParams=%7B%22display_model_id%22%3A395516098993%2C%22model_selection_logic%22%3A3%7D
129,HiPs - Quà Huế,Thành phố Huế,https://shopee.vn/search?shop=1240337474,Trà Gừng Hoà Tan Vị Hoa Cúc - Sản Xuất Tại Kim Long Huế - Giúp giữ ấm cơ thể và cải thiện giấc ngủ,49.500 ₫,Đặc sản chất lượng - Trà Gừng Hoà Tan Vị Hoa Cúc - Sản Xuất Tại Kim Long Huế - Giúp giữ ấm cơ thể và cải thiện giấc ngủ,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnau4zjimyv99b,https://shopee.vn/Trà-Gừng-Hoà-Tan-Vị-Hoa-Cúc-Sản-Xuất-Tại-Kim-Long-Huế-Giúp-giữ-ấm-cơ-thể-và-cải-thiện-giấc-ngủ-i.1240337474.28162422488?extraParams=%7B%22display_model_id%22%3A215420584926%2C%22model_selection_logic%22%3A3%7D
130,HiPs - Quà Huế,Thành phố Huế,https://shopee.vn/search?shop=1240337474,Trà Gừng Hoà Tan Vị Nguyên Bản - Sản xuất tại Kim Long Huế - giúp hỗ trợ tiêu hoá và làm ấm cơ thể.,38.500 ₫,Đặc sản chất lượng - Trà Gừng Hoà Tan Vị Nguyên Bản - Sản xuất tại Kim Long Huế - giúp hỗ trợ tiêu hoá và làm ấm cơ thể.,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnau3d20fo5eca,https://shopee.vn/Trà-Gừng-Hoà-Tan-Vị-Nguyên-Bản-Sản-xuất-tại-Kim-Long-Huế-giúp-hỗ-trợ-tiêu-hoá-và-làm-ấm-cơ-thể.-i.1240337474.27262422854?extraParams=%7B%22display_model_id%22%3A176702495045%2C%22model_selection_logic%22%3A3%7D
131,TỔNG KHO ĐỒ ĐỒNG VN,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=597000742,Trống Đồng Quà Tặng Dát Vàng Đủ Kích Thước Để Bàn Làm Việc Phong Thủy,1.259.000 ₫,Đặc sản chất lượng - Trống Đồng Quà Tặng Dát Vàng Đủ Kích Thước Để Bàn Làm Việc Phong Thủy,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mccbbhxkyezn8c,https://shopee.vn/Trống-Đồng-Quà-Tặng-Dát-Vàng-Đủ-Kích-Thước-Để-Bàn-Làm-Việc-Phong-Thủy-i.597000742.23830980570?extraParams=%7B%22display_model_id%22%3A137466129127%2C%22model_selection_logic%22%3A3%7D
132,TỔNG KHO ĐỒ ĐỒNG VN,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=597000742,Tranh Trống Đồng 60*60cm Họa Tiết Hoa Văn Trống Đồng Ăn Mòn Độ Bền Trọn Đời Khung Composite,1.399.000 ₫,Đặc sản chất lượng - Tranh Trống Đồng 60*60cm Họa Tiết Hoa Văn Trống Đồng Ăn Mòn Độ Bền Trọn Đời Khung Composite,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-m03e99j56v0v0a,https://shopee.vn/Tranh-Trống-Đồng-60*60cm-Họa-Tiết-Hoa-Văn-Trống-Đồng-Ăn-Mòn-Độ-Bền-Trọn-Đời-Khung-Composite-i.597000742.14692316927?extraParams=%7B%22display_model_id%22%3A126680811557%2C%22model_selection_logic%22%3A3%7D
133,TỔNG KHO ĐỒ ĐỒNG VN,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=597000742,[HÀNG KỸ] Mặt Trống Đồng Đông Sơn Treo Tường ĐK 60cm Thếp V.àng   Cao Cấp Quà Tặng Đồ Đồng Đại Bái,1.199.000 ₫,Đặc sản chất lượng - [HÀNG KỸ] Mặt Trống Đồng Đông Sơn Treo Tường ĐK 60cm Thếp V.àng   Cao Cấp Quà Tặng Đồ Đồng Đại Bái,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-m07mdq16dnrje8,https://shopee.vn/-HÀNG-KỸ-Mặt-Trống-Đồng-Đông-Sơn-Treo-Tường-ĐK-60cm-Thếp-V.àng-Cao-Cấp-Quà-Tặng-Đồ-Đồng-Đại-Bái-i.597000742.22468098730?extraParams=%7B%22display_model_id%22%3A221609566314%2C%22model_selection_logic%22%3A3%7D
134,TỔNG KHO ĐỒ ĐỒNG VN,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=597000742,Vinh Hoa Phú Quý Tranh Đồng 2m31*1m27 Dát Vàng   Cao Cấp Freeship,5.600.000 ₫,Đặc sản chất lượng - Vinh Hoa Phú Quý Tranh Đồng 2m31*1m27 Dát Vàng   Cao Cấp Freeship,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-m07anjsj5vjhd8,https://shopee.vn/Vinh-Hoa-Phú-Quý-Tranh-Đồng-2m31*1m27-Dát-Vàng-Cao-Cấp-Freeship-i.597000742.23833100660?extraParams=%7B%22display_model_id%22%3A231276264386%2C%22model_selection_logic%22%3A3%7D
135,TỔNG KHO ĐỒ ĐỒNG VN,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=597000742,Tranh Đồng Quê Hương Cội Nguồn Quê Hương 2m31x1m27 Bằng Đồng Dát V.àng   Khung Gỗ Sồi Nga Tranh Quê Hương Trạm Trổ Kỹ,6.999.000 ₫,Đặc sản chất lượng - Tranh Đồng Quê Hương Cội Nguồn Quê Hương 2m31x1m27 Bằng Đồng Dát V.àng   Khung Gỗ Sồi Nga Tranh Quê Hương Trạm Trổ Kỹ,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-m0752am7k7hpc3,https://shopee.vn/Tranh-Đồng-Quê-Hương-Cội-Nguồn-Quê-Hương-2m31x1m27-Bằng-Đồng-Dát-V.àng-Khung-Gỗ-Sồi-Nga-Tranh-Quê-Hương-Trạm-Trổ-Kỹ-i.597000742.21822885775?extraParams=%7B%22display_model_id%22%3A181194426124%2C%22model_selection_logic%22%3A3%7D
136,TỔNG KHO ĐỒ ĐỒNG VN,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=597000742,Tranh Mừng Thọ Bằng Đồng 100*60cm Có Ảnh Bố Mẹ Ông Bà Khung Gỗ Đèn Led Miễn Ship,2.900.000 ₫,Đặc sản chất lượng - Tranh Mừng Thọ Bằng Đồng 100*60cm Có Ảnh Bố Mẹ Ông Bà Khung Gỗ Đèn Led Miễn Ship,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m446sfjvspfz65,https://shopee.vn/Tranh-Mừng-Thọ-Bằng-Đồng-100*60cm-Có-Ảnh-Bố-Mẹ-Ông-Bà-Khung-Gỗ-Đèn-Led-Miễn-Ship-i.597000742.21760115134?extraParams=%7B%22display_model_id%22%3A193065934945%2C%22model_selection_logic%22%3A3%7D
137,TỔNG KHO ĐỒ ĐỒNG VN,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=597000742,[LOẠI 1] Combo Lư Xông Trầm Bằng Đồng Kèm Đôn Đúc Nguyên Khối Cao 12cm Chạm Trổ Tinh Xảo Đồ Đồng Đại Bái,469.000 ₫,Đặc sản chất lượng - [LOẠI 1] Combo Lư Xông Trầm Bằng Đồng Kèm Đôn Đúc Nguyên Khối Cao 12cm Chạm Trổ Tinh Xảo Đồ Đồng Đại Bái,https://down-vn.img.susercontent.com/file/cd10b72d6b73eb766fb27ab96f991aa5,https://shopee.vn/-LOẠI-1-Combo-Lư-Xông-Trầm-Bằng-Đồng-Kèm-Đôn-Đúc-Nguyên-Khối-Cao-12cm-Chạm-Trổ-Tinh-Xảo-Đồ-Đồng-Đại-Bái-i.597000742.21443124557?extraParams=%7B%22display_model_id%22%3A212186764035%2C%22model_selection_logic%22%3A3%7D
138,TỔNG KHO ĐỒ ĐỒNG VN,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=597000742,"Cây Cắm Hương Vòng Trụ Cắm Hương Vòng Bằng Đồng Vàng Chữ Phúc, Chữ Công Cao 70cm Giúp Bảo Vệ Gia Đình Ý Nghĩa Phong Thủy",220.000 ₫,"Đặc sản chất lượng - Cây Cắm Hương Vòng Trụ Cắm Hương Vòng Bằng Đồng Vàng Chữ Phúc, Chữ Công Cao 70cm Giúp Bảo Vệ Gia Đình Ý Nghĩa Phong Thủy",https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-m03cpg8flcktee,https://shopee.vn/Cây-Cắm-Hương-Vòng-Trụ-Cắm-Hương-Vòng-Bằng-Đồng-Vàng-Chữ-Phúc-Chữ-Công-Cao-70cm-Giúp-Bảo-Vệ-Gia-Đình-Ý-Nghĩa-Phong-Thủy-i.597000742.20111561045?extraParams=%7B%22display_model_id%22%3A136033524025%2C%22model_selection_logic%22%3A3%7D
139,TỔNG KHO ĐỒ ĐỒNG VN,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=597000742,Mã Đáo Thành Công Tranh Đồng Treo Tường 2m31 x 1m2  Đồng Vàng   Kèm Đèn Led Phong Thủy,4.600.000 ₫,Đặc sản chất lượng - Mã Đáo Thành Công Tranh Đồng Treo Tường 2m31 x 1m2  Đồng Vàng   Kèm Đèn Led Phong Thủy,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-m07lb2zk070vdf,https://shopee.vn/Mã-Đáo-Thành-Công-Tranh-Đồng-Treo-Tường-2m31-x-1m2-Đồng-Vàng-Kèm-Đèn-Led-Phong-Thủy-i.597000742.19913936642?extraParams=%7B%22display_model_id%22%3A180785813923%2C%22model_selection_logic%22%3A3%7D
140,TỔNG KHO ĐỒ ĐỒNG VN,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=597000742,"Hoành Phi Câu Đối Cuốn Thư 1m55, 1m76 Hun Màu Giả Cổ Bằng Đồng Vàng Cao Cấp Giá Rẻ - Đồ Đồng Đại Bái Freeship",3.899.000 ₫,"Đặc sản chất lượng - Hoành Phi Câu Đối Cuốn Thư 1m55, 1m76 Hun Màu Giả Cổ Bằng Đồng Vàng Cao Cấp Giá Rẻ - Đồ Đồng Đại Bái Freeship",https://down-vn.img.susercontent.com/file/f2d40e8d733ab5c7af586a094355757c,https://shopee.vn/Hoành-Phi-Câu-Đối-Cuốn-Thư-1m55-1m76-Hun-Màu-Giả-Cổ-Bằng-Đồng-Vàng-Cao-Cấp-Giá-Rẻ-Đồ-Đồng-Đại-Bái-Freeship-i.597000742.19838999894?extraParams=%7B%22display_model_id%22%3A164224773869%2C%22model_selection_logic%22%3A3%7D
141,HẢI ÂU SAIGON,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=147693060,"Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - FLOW 15x15cm",78.000 ₫,"Đặc sản chất lượng - Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - FLOW 15x15cm",https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ls140a2cals41c,https://shopee.vn/Thiệp-Handmade-Thiệp-Giấy-Xoắn-(Quilling-Cards)-Thiệp-Sinh-Nhật-Tình-Yêu-Chúc-Mừng-FLOW-15x15cm-i.147693060.21161141842?extraParams=%7B%22display_model_id%22%3A175046158043%2C%22model_selection_logic%22%3A3%7D
142,HẢI ÂU SAIGON,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=147693060,"Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - OTHER 15x15cm",78.000 ₫,"Đặc sản chất lượng - Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - OTHER 15x15cm",https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lrty6ghjdkn8c2,https://shopee.vn/Thiệp-Handmade-Thiệp-Giấy-Xoắn-(Quilling-Cards)-Thiệp-Sinh-Nhật-Tình-Yêu-Chúc-Mừng-OTHER-15x15cm-i.147693060.16089393732?extraParams=%7B%22display_model_id%22%3A221995271714%2C%22model_selection_logic%22%3A3%7D
143,HẢI ÂU SAIGON,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=147693060,"Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - FLOW 15x15cm",78.000 ₫,"Đặc sản chất lượng - Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - FLOW 15x15cm",https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ls12ezp9x7dle8,https://shopee.vn/Thiệp-Handmade-Thiệp-Giấy-Xoắn-(Quilling-Cards)-Thiệp-Sinh-Nhật-Tình-Yêu-Chúc-Mừng-FLOW-15x15cm-i.147693060.8618448284?extraParams=%7B%22display_model_id%22%3A166344964025%2C%22model_selection_logic%22%3A3%7D
144,HẢI ÂU SAIGON,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=147693060,Thiệp Giấy Xoắn Tết Sum Vầy Size 13x18cm,80.000 ₫,Đặc sản chất lượng - Thiệp Giấy Xoắn Tết Sum Vầy Size 13x18cm,https://down-vn.img.susercontent.com/file/sg-11134201-22120-ctjjwwe4onlv08,https://shopee.vn/Thiệp-Giấy-Xoắn-Tết-Sum-Vầy-Size-13x18cm-i.147693060.22614984348?extraParams=%7B%22display_model_id%22%3A117871701237%2C%22model_selection_logic%22%3A3%7D
145,HẢI ÂU SAIGON,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=147693060,"Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - BIRD 15x15cm",78.000 ₫,"Đặc sản chất lượng - Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - BIRD 15x15cm",https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lr49zotoe5qx33,https://shopee.vn/Thiệp-Handmade-Thiệp-Giấy-Xoắn-(Quilling-Cards)-Thiệp-Sinh-Nhật-Tình-Yêu-Chúc-Mừng-BIRD-15x15cm-i.147693060.21761140111?extraParams=%7B%22display_model_id%22%3A175046105153%2C%22model_selection_logic%22%3A3%7D
146,HẢI ÂU SAIGON,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=147693060,"Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - FLOW 15x15cm",78.000 ₫,"Đặc sản chất lượng - Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - FLOW 15x15cm",https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ls12ezpal31599,https://shopee.vn/Thiệp-Handmade-Thiệp-Giấy-Xoắn-(Quilling-Cards)-Thiệp-Sinh-Nhật-Tình-Yêu-Chúc-Mừng-FLOW-15x15cm-i.147693060.21161122577?extraParams=%7B%22display_model_id%22%3A226066470811%2C%22model_selection_logic%22%3A3%7D
147,HẢI ÂU SAIGON,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=147693060,"Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - FLOW 15x15cm",78.000 ₫,"Đặc sản chất lượng - Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - FLOW 15x15cm",https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ls140a2c7sm116,https://shopee.vn/Thiệp-Handmade-Thiệp-Giấy-Xoắn-(Quilling-Cards)-Thiệp-Sinh-Nhật-Tình-Yêu-Chúc-Mừng-FLOW-15x15cm-i.147693060.20861142321?extraParams=%7B%22display_model_id%22%3A146215538217%2C%22model_selection_logic%22%3A3%7D
148,HẢI ÂU SAIGON,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=147693060,"Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - SEA 15x15cm",78.000 ₫,"Đặc sản chất lượng - Thiệp Handmade, Thiệp Giấy Xoắn (Quilling Cards) - Thiệp Sinh Nhật, Tình Yêu, Chúc Mừng - SEA 15x15cm",https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lr2xt3epgog41c,https://shopee.vn/Thiệp-Handmade-Thiệp-Giấy-Xoắn-(Quilling-Cards)-Thiệp-Sinh-Nhật-Tình-Yêu-Chúc-Mừng-SEA-15x15cm-i.147693060.20861133408?extraParams=%7B%22display_model_id%22%3A217013281577%2C%22model_selection_logic%22%3A3%7D
